CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50082129,AVANT GARDENER,Brooklyn,111,GARDNER AVENUE,11237,3479873146,American,01/23/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/23/2020,10/24/2023,Cycle Inspection / Initial Inspection,40.71089459,-73.92494448,301,34,44900,3070574,3029770016,BK90,
50088792,PLAYA BOWLS,Manhattan,1,NEW YORK PLAZA,10004,917265853_,Jewish/Kosher,05-09-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,,,10/24/2023,Cycle Inspection / Initial Inspection,40.70253319,-74.01256178,101,1,900,1000005,1000047501,MN25,
40510335,DEVON & BLAKELY,Manhattan,250,PARK AVENUE,10177,2126610101,American,01-05-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,14,,,10/24/2023,Cycle Inspection / Initial Inspection,40.7550112,-73.97556764,105,4,9400,1035405,1012820034,MN17,
41687206,HOUSTON HALL,Manhattan,222,WEST HOUSTON STREET,10014,2126759323,American,08/24/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72854047,-74.00464712,102,3,6700,1008384,1005280016,MN23,
50057780,KEANE'S BAR & RESTAURANT,Bronx,4342,KATONAH AVENUE,10470,9292377958,Irish,02-12-18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,,,10/24/2023,Pre-permit (Operational) / Compliance Inspection,40.90006298,-73.86764088,212,11,45102,2123269,2033870003,BX62,
50063568,PRIVATE KITCHEN,Queens,3635,MAIN ST,11354,7183586667,Chinese,07-12-22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,7,A,07-12-22,10/24/2023,Cycle Inspection / Initial Inspection,40.76232301,-73.83157167,407,20,86900,4112336,4049770010,QN22,
40661290,AL DI LA TRATTORI,Brooklyn,248,5 AVENUE,11215,7187834565,Italian,04-08-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,04-08-22,10/24/2023,Cycle Inspection / Initial Inspection,40.67523832,-73.98127143,306,39,13300,3020256,3009580050,BK37,
50136554,SUN HONG WONG SEAFOOD RESTAURANT,Manhattan,100,BOWERY,10013,2122268778,Chinese,09/14/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25,B,09/14/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.71770961,-73.99520934,102,1,4100,1003132,1002390033,MN24,
50109554,THE HOPTIMIST,Manhattan,422,AMSTERDAM AVENUE,10024,9176137264,Bottled Beverages,11/23/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,11/23/2021,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.78402096,-73.97769468,107,6,16700,1032664,1012280030,MN12,
41722899,MI CANDILEJAS RESTAURANT,Brooklyn,1509,MERMAID AVENUE,11224,7182666161,Latin American,11/16/2022,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared.  Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing.  ROP food prepared on premises transported to another site.",Critical,62,C,11/16/2022,10/24/2023,Cycle Inspection / Re-inspection,40.57683534,-73.98287223,313,47,34800,3256857,3070220044,BK21,
50108307,KFC,Brooklyn,1667,PITKIN AVENUE,11212,9177965620,Chicken,10/18/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,,,10/24/2023,Cycle Inspection / Initial Inspection,40.66952697,-73.91180483,316,41,92400,3080742,3034980060,BK81,
40815044,IRON CHEF HOUSE,Brooklyn,92,CLARK STREET,11201,7188588517,Japanese,06-01-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.69732132,-73.99253854,302,33,502,3001897,3002370041,BK09,
50059410,PAPER RAIN,Brooklyn,2770,ATLANTIC AVENUE,11207,7183001514,American,06/16/2019,Violations were cited in the following area(s).,1.50E+03,Flavored tobacco products sold or offered for sale,Not Applicable,,,,10/24/2023,Smoke-Free Air Act / Initial Inspection,40.67629783,-73.89196738,305,37,119800,3088255,3039610009,BK82,
41572685,BROOKLYNS FINEST PIZZA & RESTAURANT,Staten Island,1250,HYLAN BOULEVARD,10305,7188157070,Pizza,02/16/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,10/24/2023,Cycle Inspection / Initial Inspection,40.59767428,-74.08420011,502,50,6400,5047240,5032200026,SI14,
50017524,MESS HALL,Manhattan,2194,FRDRCK DGLS BLVD,,6466923098,American,05-02-23,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,5,A,05-02-23,10/24/2023,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50036698,MACA RESTAURANT,Queens,6212,WOODHAVEN BLVD,11374,7186512441,Peruvian,01-11-23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,49,C,01-11-23,10/24/2023,Cycle Inspection / Re-inspection,40.72661192,-73.87042927,405,29,67900,4068650,4029740137,QN21,
50054273,MAJORELLE,Manhattan,28,EAST   63 STREET,10065,2129352888,French,08-05-21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,08-05-21,10/24/2023,Cycle Inspection / Initial Inspection,40.76596952,-73.96933628,108,4,11401,1040906,1013770047,MN40,
41387010,SARAGHINA RESTAURANT,Brooklyn,435,HALSEY STREET,11233,7185740010,Italian,02/16/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,02/16/2023,10/24/2023,Cycle Inspection / Re-inspection,40.68344785,-73.93559387,303,36,27500,3335636,3016590044,BK35,
50107048,OCTAVIA COFFEE,Brooklyn,198,COURT STREET,11201,8024917711,Coffee/Tea,03/16/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10,A,03/16/2023,10/24/2023,Cycle Inspection / Re-inspection,40.68706691,-73.99363945,306,39,4500,3003278,3003020040,BK33,
50082707,HUI RESTAURANT AND BAR,Manhattan,314,EAST   70 STREET,10021,6468690339,Chinese,01/27/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.76715736,-73.95855594,108,5,12600,1044829,1014440042,MN31,
41567437,ANGELA'S BAKERY,Brooklyn,717,KNICKERBOCKER AVENUE,11221,7184180095,Bakery Products/Desserts,07/23/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,27,,,10/24/2023,Cycle Inspection / Initial Inspection,40.69411335,-73.91009172,304,37,43700,3078032,3033920007,BK77,
50131944,The Palms West Indian & American Cuisine,Bronx,3432,WILSON AVENUE,10469,3473267738,Caribbean,04-12-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,04-12-23,10/24/2023,Cycle Inspection / Initial Inspection,40.87574889,-73.85086407,212,12,38600,2059977,2047120040,BX03,
50124904,KOSHER BAGEL HOLE,Brooklyn,1431,CONEY ISLAND AVENUE,11230,7183779700,Jewish/Kosher,08/18/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,08/18/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.6227213,-73.96477703,314,44,53400,3179843,3067130052,BK43,
41465557,AQUI EN BELLA PUEBLA MEXICAN RESTAURANT,Queens,9411,ROOSEVELT AVENUE,11372,7186397300,Mexican,05/25/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74884677,-73.87243223,403,21,27300,4036561,4014820046,QN28,
50001837,"THE PENINSULA NEW YORK, CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING",Manhattan,700,FIFTH AVE,10019,2129562888,American,04/28/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,10/24/2023,Cycle Inspection / Initial Inspection,40.76172757,-73.97533775,105,4,10400,1034801,1012700038,MN17,
50073086,RICO'S CHICKEN POLLOS A LA BRASA,Queens,14604,45TH AVE,11355,7188861491,Latin American,01/26/2022,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75489765,-73.81673402,407,20,120100,4117526,4052050003,QN52,
41675367,J-M PIZZA II,Brooklyn,1323,AVENUE U,11229,7186456010,Pizza,12-12-22,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,32,,,10/24/2023,Cycle Inspection / Initial Inspection,40.59866096,-73.95797675,315,48,58200,3198029,3073180040,BK25,
50120296,TRATTORIA OLIVETO,Staten Island,1642,HYLAN BOULEVARD,10305,6469199002,Italian,10-05-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10-05-22,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.58869154,-74.09016545,502,50,7000,5049894,5033730020,SI36,
50070905,SOFREH REASTAURANT NYC,Brooklyn,75,SAINT MARKS AVENUE,11217,6463400322,Middle Eastern,09/25/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,09/25/2019,10/24/2023,Pre-permit (Operational) / Re-inspection,40.67963399,-73.9738035,308,35,16100,3028098,3011430091,BK64,
50114357,RAINBOW BAKERY,Queens,13538,ROOSEVELT AVE,11354,3475060019,Other,07-07-23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,07-07-23,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75919612,-73.83115728,407,20,87100,4114118,4050360031,QN22,
50059183,NEW LUCKY STAR,Bronx,807,SOUTHERN BOULEVARD,10459,7183280737,Chinese,09-01-22,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,34,,,10/24/2023,Cycle Inspection / Initial Inspection,40.81658086,-73.89595131,202,17,8900,2005742,2027210030,BX27,
40537494,810 DELI & CAFE,Manhattan,810,7 AVENUE,10019,2125414136,American,09-07-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,0,A,09-07-22,10/24/2023,Cycle Inspection / Re-inspection,40.76263186,-73.98214562,105,3,13100,1024828,1010240038,MN17,
40948509,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1936,RALPH AVENUE,11236,7185312828,Caribbean,05/31/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,10/24/2023,Cycle Inspection / Initial Inspection,40.63036385,-73.91843168,318,46,72000,3214956,3077630001,BK58,
50115301,LYRIC THEATRE,Manhattan,214,WEST   43 STREET,10036,2125564703,Other,01/25/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,20,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75698107,-73.98713554,105,3,11900,1024691,1010140039,MN17,
50122198,TUNG HING CHINESE KITCHEN,Brooklyn,5224,4 AVENUE,11220,7184920740,Chinese,05-11-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05-11-23,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.64516721,-74.01393828,307,38,7600,3013858,3008060047,BK32,
